masterid,year,northings,eastings,month1,year1,month2,year2,Deaths,Healthyfrogs,redspots.haemorrhaging,ulcers,limbbreakdown,Toads in pond,Newts in pond,Fish in pond,Other dead animals,No of other dead,Blobs of spawn,Sq feet of spawn,Urban(1)/Rural(0),Pond 1 length (m),Pond 1 width (m),Pond 1 depth (m),Pond 2 length (m),Pond 2 width (m),Pond 2 depth (m),Fishcare,slugpellets,Herbicide,Notes.1,Notes.2,Notes.3,Follow up report_Comments
731,1994,51.361,1.425,3,1994,NA,1994,1,50,F,F,F,No,Yes,Yes,NA,NA,NA,1,1,1.8,1.8,0.9,1.5,0.9,0.75,No,No,No,Fish in pond 1 only. Spawn successful in '93., ,,
732,1994,50.869,0.568,3,1994,NA,1994,1,30,F,F,F,No,Yes,Yes,NA,NA,14,NA,1,3,1.2,0.5,NA,NA,NA,No,No,No,, ,,
733,1994,51.46,0.055,3,1994,NA,1994,15,50,F,F,F,No,No,No,NA,NA,NA,1,1,1.8,1.8,1.5,NA,NA,NA,No,No,No,, ,,
734,1994,51.46,0.055,3,1994,NA,1994,1,50,F,F,F,Yes,No,Yes,NA,NA,NA,1,1,1.8,1.8,1.5,NA,NA,NA,No,No,No,"In '93, spawn hatched and developed", ,,
735,1994,51.423,-0.434,3,1994,NA,1994,1,15,F,F,F,Yes,Yes,Yes,NA,NA,NA,2,1,1.35,1,0.9,NA,NA,NA,No,No,No,Spawn successful last year, ,,
736,1994,50.746,-2.742,3,1994,NA,1994,5,15,F,F,F,Yes,Yes,Yes,NA,NA,7,NA,1,5.1,1.5,0.6,NA,NA,NA,No,No,No,, ,,
737,1994,51.44,-0.128,3,1994,NA,1994,13,15,F,F,F,No,No,No,NA,NA,NA,NA,1,0.9,0.6,0.3,NA,NA,NA,No,No,No,Not sure if there was spawn - didn't see any, ,,
738,1994,50.836,-0.244,3,1994,NA,1994,1,30,F,F,F,No,Yes,Yes,NA,NA,NA,3,1,6,4.5,0.6,NA,NA,NA,No,Yes,Yes,"Spawn disappeared in '92, successful in '93", ,,
739,1994,51.575,-4.093,2,1994,NA,1994,2,5,F,F,F,Yes,Yes,No,NA,NA,2,NA,0,1.8,0.75,0.6,NA,NA,NA,No,Yes,Yes,, ,,
741,1994,52.967,0.023,NA,1993,NA,1993,NA,50,F,F,F,No,No,Yes,NA,NA,NA,1,0,3,2.4,0.9,1.2,0.9,0.9,Yes,No,No,No deaths this year - last year only. Spawn successful last year. Have a ditch nearby., ,,
742,1994,51.581,-0.138,3,1994,NA,1994,2,30,F,F,F,No,Yes,Yes,NA,NA,NA,NA,1,1.8,1.8,0.6,2.4,0.9,0.45,No,No,No,Spawn failed in '93, ,,
743,1994,50.797,-0.02,2,1994,NA,1994,35,70,F,F,F,No,No,Yes,NA,NA,NA,6,1,3,1.8,1.2,NA,NA,NA,No,No,No,, ,,
744,1994,51.63,-0.396,3,1994,NA,1994,1,NA,F,F,F,Yes,No,No,NA,NA,2,1,1,1.2,1,0.45,NA,NA,NA,No,No,No,, Also has a sick frog with sores and ulcers,,
745,1994,51.291,1.187,3,1994,NA,1994,4,30,F,F,F,No,Yes,No,NA,NA,12,NA,0,5.4,2.7,1.2,1.5,0.9,0.75,No,No,No,,Thumbs red raw ,,
746,1994,51.328,-0.714,3,1994,NA,1994,8,15,F,F,F,No,Yes,Yes,NA,NA,NA,NA,0,6,3.6,3,NA,NA,NA,No,No,Yes,No spawn (as yet), ,,
747,1994,51.686,-0.606,3,1994,NA,1994,1,15,F,F,F,Yes,No,Yes,NA,NA,NA,3,0,3,1,1,NA,NA,NA,No,No,No,, ,,
748,1994,51.143,-0.449,3,1994,NA,1994,4,NA,F,F,F,No,No,Yes,NA,NA,3,NA,0,7.5,4.5,2.4,NA,NA,NA,No,No,No,, ,,
749,1994,51.573,0.003,3,1994,NA,1994,1,5,F,F,F,Yes,Yes,No,NA,NA,9,NA,1,4.2,1.8,0.9,NA,NA,NA,No,Yes,No,Spawn has failed since '91, ,,
751,1994,51.569,-0.259,3,1994,NA,1994,4,15,F,F,F,No,Yes,No,NA,NA,4,NA,1,1.8,1.2,0.45,1.2,0.6,0.45,No,No,No,Found on her allotment. In '93 all tadpoles died., ,,
752,1994,51.436,-0.004,1,1994,NA,1994,60,50,F,T,T,Yes,No,No,NA,NA,NA,NA,1,0.6,0.6,NA,NA,NA,NA,No,No,No,Neighbours pond , ,,
753,1994,51.425,-0.058,3,1994,NA,1994,15,81,F,F,F,No,No,No,NA,NA,NA,2,1,1.35,0.9,0.45,NA,NA,NA,No,No,No,, ,,
754,1994,53.124,-1.187,2,1994,NA,1994,5,15,F,F,F,No,No,No,NA,NA,3,NA,1,1.5,0.9,0.75,NA,NA,NA,No,No,No,Successful spawn in '93, ,,
755,1994,50.878,0.259,2,1994,NA,1994,5,30,T,T,F,No,Yes,No,NA,NA,NA,3,0,1.8,1.5,0.75,NA,NA,NA,No,No,No,, ,,
756,1994,53.508,-2.954,NA,1993,NA,1993,NA,50,T,T,T,No,No,No,NA,NA,NA,1,1,2.7,1.5,0.6,NA,NA,NA,No,No,No,No deaths this year, ,,
757,1994,51.673,-0.041,3,1994,NA,1994,12,15,F,T,F,Yes,Yes,Yes,NA,NA,NA,1.5,1,1.8,1.5,0.9,NA,NA,NA,No,Yes,No,, ,,
758,1994,51.611,-0.104,2,1994,NA,1994,10,30,F,F,F,No,Yes,No,NA,NA,NA,NA,1,1.2,0.9,0.9,NA,NA,NA,No,No,No,, ,,
759,1994,51.371,0.043,3,1994,NA,1994,6,70,F,F,F,No,No,Yes,NA,NA,10,NA,1,1.8,1.8,0.6,NA,NA,NA,No,No,No,Tadpoles fat and healthy, ,,
760,1994,51.481,-2.633,3,1994,NA,1994,1,70,T,F,T,Yes,No,No,NA,NA,71,NA,1,1.8,1.2,0.6,NA,NA,NA,No,Yes,No,, ,,
761,1994,50.758,-1.662,4,1994,NA,1994,1,5,F,F,F,No,No,No,NA,NA,4,NA,1,3,1.8,0.45,NA,NA,NA,No,No,No,"In '93, all spawn eaten", ,Discrepancy between postcode and county,
762,1994,51.344,-0.181,2,1994,NA,1994,6,30,F,F,F,Yes,No,No,NA,NA,NA,1,1,1.8,1.8,0.9,NA,NA,NA,No,No,No,, ,,
763,1994,50.898,-0.031,4,1994,NA,1994,50,81,F,F,F,Yes,No,Yes,Toad,NA,4,NA,0,1.8,1.2,1.2,4 more ponds,NA,NA,No,No,No,"Toad deaths included in total mortality. Rosey Bill Duck also died, no marks, though not sure of age.", ,#dead includes frogs and toads,
764,1994,51.9,-2.129,4,1994,NA,1994,1,5,F,F,T,No,Yes,No,NA,NA,2,NA,1,2.4,1.2,0.75,NA,NA,NA,No,No,No,, ,,
765,1994,53.993,-1.064,4,1994,NA,1994,1,30,F,F,F,No,Yes,No,NA,NA,9,NA,1,1.8,1.5,0.9,NA,NA,NA,No,No,No,Spawn successful in '93, ,,
766,1994,51.365,0.443,2,1994,NA,1994,15,30,F,F,F,No,No,Yes,NA,NA,2,NA,0,1.5,0.9,1,NA,NA,NA,No,No,No,, ,,
767,1994,51.504,0.284,4,1994,NA,1994,1,5,F,F,F,Yes,No,Yes,NA,NA,1,NA,1,1.8,1.2,0.75,NA,NA,NA,No,No,No,Spawn hatched '93, ,,
769,1994,51.566,-0.012,4,1994,NA,1994,1,5,F,F,F,Yes,No,No,NA,NA,2,NA,1,2.7,1.8,0.6,NA,NA,NA,No,No,No,, ,,
770,1994,NA,NA,3,1994,NA,1994,12,NA,F,F,F,No,No,No,NA,NA,NA,NA,0,Reservoir and stream,NA,NA,NA,NA,NA,No,No,No,, ,Pond not at this postcode,
771,1994,51.522,0.05,4,1994,NA,1994,12,30,F,F,F,No,No,No,NA,NA,NA,2,1,2.4,1.2,NA,NA,NA,NA,No,No,No,, ,,
772,1994,53.22,-2.831,4,1994,NA,1994,1,5,F,F,T,Yes,No,No,NA,NA,2,NA,0,1.8,0.9,0.45,NA,NA,NA,No,Yes,Yes,, ,,
773,1994,51.428,-0.361,4,1994,NA,1994,2,30,F,F,F,Yes,Yes,No,NA,NA,10,NA,1,3,1.5,0.9,NA,NA,NA,No,No,No,, ,,
774,1994,51.281,0.195,3,1994,NA,1994,4,5,T,T,F,No,Yes,Yes,NA,NA,8,NA,1,1.5,1.2,0.9,NA,NA,NA,Yes,No,No,, ,,
775,1994,54.946,-1.629,3,1994,NA,1994,1,151,F,T,F,Yes,Yes,Yes,NA,NA,54,NA,1,3,2.4,0.9,2.4,1.8,0.75,No,No,No,Fish and pump in Pond 2 only, ,,
776,1994,51.352,-0.274,2,1994,NA,1994,8,30,F,F,T,Yes,Yes,Yes,NA,NA,NA,1,1,3.6,2.1,1.2,NA,NA,NA,No,No,No,"In '93, tadpoles grew legs and left water", ,,
777,1994,50.859,-1.275,2,1994,NA,1994,1,30,F,F,T,Yes,Yes,Yes,NA,NA,2,NA,0,2.1,1.5,0.45,NA,NA,NA,No,No,No,In '93 spawn hatched and developed, ,,
778,1994,50.816,-0.609,4,1994,NA,1994,1,101,F,F,F,No,Yes,Yes,NA,NA,NA,5,0,1.8,1,1.2,NA,NA,NA,No,No,No,Spawn successful in '93, ,,
779,1994,50.929,-1.505,2,1994,NA,1994,10,301,F,F,F,Yes,No,Yes,NA,NA,NA,3,1,3.6,1.8,0.75,NA,NA,NA,No,No,No,, ,,
780,1994,51.49,-0.111,4,1994,NA,1994,4,15,T,F,F,Yes,No,No,NA,NA,1,NA,1,1.2,1.2,0.45,NA,NA,NA,No,No,No,"In '93, tadpoles grew legs and left water", ,,
781,1994,52.029,0.757,4,1994,NA,1994,5,15,F,F,F,No,No,Yes,NA,NA,4,NA,0,1.2,1.2,0.9,NA,NA,NA,No,No,No,, ,,
782,1994,52.19,0.019,4,1994,NA,1994,3,15,F,F,T,Yes,Yes,Yes,NA,NA,6,NA,0,3.6,3,0.9,NA,NA,NA,No,No,Yes,Stream nearby. Spawn successful in '93, ,,
783,1994,50.866,0.256,5,1994,NA,1994,1,30,F,F,F,No,No,Yes,NA,NA,5,NA,1,3,1.8,0.6,0.9,0.6,0.3,No,No,No,, ,,
784,1994,50.873,0.002,2,1994,NA,1994,3,30,F,F,F,Yes,Yes,No,NA,NA,6,NA,1,0.9,0.3,0.6,NA,NA,NA,No,No,No,, ,,
785,1994,51.571,-0.21,3,1994,NA,1994,12,5,F,F,F,Yes,Yes,No,Toad,12,NA,NA,1,3.6,1.65,0.45,NA,NA,NA,No,No,No,, ,,
786,1994,51.48,0.103,4,1994,NA,1994,8,30,F,F,F,Yes,Yes,Yes,Newt,1,NA,2,1,4.5,3.9,1.5,NA,NA,NA,Yes,No,No,"In '93, spawn hatched and developed", ,,
787,1994,53.796,-1.711,3,1994,NA,1994,5,15,F,F,F,No,Yes,No,NA,NA,NA,2,1,2.4,0.6,0.3,NA,NA,NA,No,No,No,Spawn failed in '93, ,,
789,1994,51.125,-0.882,5,1994,NA,1994,1,30,F,F,F,Yes,No,Yes,NA,NA,6,NA,1,1.5,1.2,1.2,NA,NA,NA,No,No,No,, ,,
790,1994,51.385,-0.403,5,1994,NA,1994,2,30,F,T,F,No,Yes,Yes,NA,NA,15,NA,1,3.3,2.1,0.75,NA,NA,NA,No,Yes,Yes,, ,,
791,1994,50.849,-1.054,5,1994,NA,1994,2,5,F,F,F,Yes,Yes,Yes,NA,NA,12,NA,1,2.4,1.35,0.45,NA,NA,NA,No,No,No,, ,,
792,1994,51.327,0.431,5,1994,NA,1994,3,15,F,F,F,No,No,Yes,NA,NA,NA,NA,0,1.5,0.6,0.35,NA,NA,NA,No,Yes,Yes,, ,,
793,1994,57.006,-3.397,4,1994,NA,1994,8,NA,F,F,T,No,No,Yes,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,No,No,No,"Found in backflow of River Dee. Thought she also saw a 6"" long 'south african lizard' belly up in the water, but could not get close enough to look.",Back legs of one frog were decomposing but that frog was still alive ,,
794,1994,50.811,-0.505,5,1994,NA,1994,3,100,T,F,T,No,Yes,No,NA,NA,NA,4,0,3,1.5,0.9,NA,NA,NA,No,No,No,, ,,
795,1994,52.687,-2.058,5,1994,NA,1994,3,101,F,F,F,No,No,Yes,NA,NA,NA,2,1,1.8,1.8,0.6,NA,NA,NA,No,No,No,," Only 6 tadpoles still alive out of ~10,000 - all died within last 2 days. Just floating on top. One unhealthy fish",,
796,1994,52.931,-3.193,5,1994,NA,1994,3,NA,F,F,F,No,No,No,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,No,No,No,, ,,
797,1994,51.401,-0.005,2,1994,NA,1994,3,15,F,F,F,No,Yes,No,NA,NA,12,NA,1,1.8,1.2,0.6,NA,NA,NA,No,No,No,, ,,
798,1994,51.503,-2.253,5,1994,NA,1994,1,50,F,F,F,Yes,Yes,Yes,NA,NA,9,NA,0,2.7,1.8,1,NA,NA,NA,Yes,No,No,Stream 6m away, ,,
799,1994,52.195,1.315,5,1994,NA,1994,1,5,F,F,F,No,No,No,NA,NA,NA,2,0,1.5,0.9,1,NA,NA,NA,No,No,No,, ,,
800,1994,54.805,-2.199,4,1994,NA,1994,12,NA,F,F,F,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,Found in a ditch on top a hill -  flows into a tributary of the River Wear, ,,
801,1994,51.907,0.85,4,1994,5,1994,6,30,T,F,F,Yes,Yes,Yes,NA,NA,12,NA,0,4.8,3.6,0.75,NA,NA,NA,No,No,Yes,Tadpoles eaten by fish, ,,
802,1994,50.81,-0.53,2,1994,NA,1994,9,5,F,F,F,Yes,Yes,No,Newt,1,2,NA,1,NA,NA,NA,NA,NA,NA,No,Yes,No,, ,,
803,1994,51.906,-1.772,2,1994,NA,1994,10,NA,F,F,F,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,, ,,
804,1994,51.965,1.357,6,1994,NA,1994,2,5,F,F,F,Yes,No,Yes,NA,NA,8,NA,1,4.2,1.8,0.9,NA,NA,NA,Yes,No,No,, ,,
805,1994,51.302,-0.109,3,1994,NA,1994,4,30,F,T,F,Yes,Yes,Yes,NA,NA,20,NA,0,4.2,4.2,0.75,NA,NA,NA,No,Yes,No,, ,,
806,1994,51.555,-0.133,6,1994,NA,1994,18,30,F,F,F,No,No,Yes,NA,NA,7,NA,1,2,1,0.9,NA,NA,NA,No,No,No,Koi all died before frog mortality, ,,
807,1994,52.128,-2.686,6,1994,NA,1994,1,5,T,F,F,Yes,No,Yes,NA,NA,NA,NA,0,1.8,0.9,0.45,NA,NA,NA,No,Yes,Yes,, ,,
808,1994,50.854,-0.967,6,1994,NA,1994,5,50,F,F,F,No,Yes,No,Newt,5,NA,2,1,6,4.5,0.75,NA,NA,NA,No,No,No,Newts found 01/07/94, ,,
809,1994,51.467,-0.25,6,1994,NA,1994,1,5,T,F,T,No,Yes,Yes,NA,NA,NA,4,1,1.5,1.2,0.6,NA,NA,NA,No,Yes,No,, 2 sick with reddish legs,,
810,1994,53.597,-1.316,4,1994,NA,1994,2,5,F,F,T,Yes,No,No,NA,NA,NA,2,0,1.8,0.9,0.9,NA,NA,NA,No,No,No,, ,,
811,1994,51.624,0.422,6,1994,NA,1994,5,15,F,F,F,Yes,No,Yes,NA,NA,5,NA,1,1.8,1.2,0.75,NA,NA,NA,No,No,No,, ,,
812,1994,51.304,-0.714,4,1994,6,1994,3,70,F,F,F,Yes,Yes,No,Newt,4,3,NA,0,2.4,2.4,0.6,2.4,1.8,0.6,No,Yes,No,Newts were white coloured when found dead. Found one dying with stomach swollen like a balloon. Always found dying in pond., ,,
813,1994,51.096,1.009,6,1994,NA,1994,10,30,F,F,F,No,Yes,Yes,NA,NA,NA,2,0,2.7,1.2,0.9,NA,NA,NA,No,No,No,, ,,
814,1994,51.559,0.597,6,1994,7,1994,20,50,F,F,F,No,No,Yes,NA,NA,3,NA,1,4.5,3,0.9,NA,NA,NA,No,No,No,, ,,
815,1994,51.618,0.616,6,1994,7,1994,14,30,F,F,F,Yes,No,Yes,NA,NA,12,NA,0,1.2,1.2,0.9,NA,NA,NA,Yes,No,No,, ,,
816,1994,51.75,-0.432,7,1994,NA,1994,3,15,F,F,F,No,No,Yes,NA,NA,NA,2,1,1.2,0.6,0.9,NA,NA,NA,No,Yes,No,," Also 5 sick frogs - lethargic, tongues hanging out",,
817,1994,50.839,-0.271,6,1994,NA,1994,12,15,F,F,F,Yes,Yes,Yes,NA,NA,NA,2,1,6,1.5,0.6,NA,NA,NA,No,Yes,No,, ,,
818,1994,51.745,-0.362,7,1994,NA,1994,36,30,F,F,F,No,Yes,No,NA,NA,3,NA,1,1.8,1.8,1.8,NA,NA,NA,No,No,No,, ,,
819,1994,51.372,-0.163,5,1994,NA,1994,6,30,F,T,F,No,No,No,NA,NA,6,NA,1,1.5,1.2,0.9,NA,NA,NA,No,No,No,, ,,
820,1994,50.84,-0.212,7,1994,NA,1994,3,15,F,F,F,Yes,Yes,Yes,NA,NA,6,NA,1,1.2,0.9,0.45,NA,NA,NA,No,Yes,No,, ,,
821,1994,50.846,-0.399,7,1994,NA,1994,9,15,F,F,F,Yes,Yes,Yes,NA,NA,NA,1,0,2.4,1.2,0.6,NA,NA,NA,No,No,No,Spawn failed in '93 also, ,,
822,1994,50.829,-0.254,7,1994,NA,1994,3,50,T,F,F,Yes,No,No,NA,NA,2,NA,0,1.2,1.2,0.9,NA,NA,NA,No,No,No,, ,,
823,1994,51.454,0.006,7,1994,NA,1994,3,15,F,F,T,No,Yes,No,NA,NA,NA,2,1,2.4,2.1,0.9,NA,NA,NA,No,Yes,No,, ,,
824,1994,51.601,-0.035,7,1994,NA,1994,30,70,T,F,F,Yes,Yes,Yes,Hedgehog,1,NA,1,1,2.1,1.2,0.6,NA,NA,NA,No,No,No,Live nearby to a number of reservoirs, ,,
825,1994,52.568,1.38,7,1994,NA,1994,1,15,F,F,F,No,No,Yes,NA,NA,2,NA,0,1.2,0.6,0.45,NA,NA,NA,No,No,No,, ,,
826,1994,52.158,1.602,7,1994,NA,1994,2,5,F,F,F,Yes,No,Yes,Toad,2,NA,1,0,4.2,4.2,1,NA,NA,NA,No,No,No,, ,,
827,1994,52.954,0.861,7,1994,8,1994,2,30,F,F,T,Yes,Yes,Yes,NA,NA,2,NA,0,1.5,1,0.75,NA,NA,NA,No,Yes,No,Fish healthy and active, ,,
828,1994,51.211,0.255,5,1994,7,1994,10,5,F,F,F,No,Yes,No,NA,NA,NA,NA,1,0.9,0.6,0.3,NA,NA,NA,No,No,No,, ,,
829,1994,51.585,0.61,7,1994,NA,1994,3,15,F,F,F,Yes,Yes,Yes,NA,NA,NA,1,1,1.8,0.9,0.45,NA,NA,NA,No,No,No,, ,,
830,1994,53.426,-2.338,5,1994,NA,1994,20,50,F,F,F,No,Yes,Yes,NA,NA,NA,2,1,4.5,3.9,1,NA,NA,NA,No,No,No,, ,,
831,1994,50.839,-0.271,7,1994,NA,1994,34,70,F,F,T,No,No,Yes,NA,NA,NA,1,1,2.4,1.5,0.9,1.2,0.9,0.9,Yes,No,No,, ,,
832,1994,50.863,-1.009,6,1994,NA,1994,10,15,F,F,F,Yes,No,Yes,Toad,2,NA,NA,1,4.2,1.8,0.45,NA,NA,NA,No,No,No,, ,,
833,1994,53.57,-2.372,6,1994,7,1994,30,50,T,T,T,Yes,Yes,No,Toad,5,NA,NA,1,2.4,1.5,0.6,NA,NA,NA,No,No,No,, ,,
834,1994,51.357,0.602,7,1994,NA,1994,15,30,F,F,F,No,Yes,Yes,NA,NA,1,NA,1,2.4,1.8,0.45,NA,NA,NA,No,No,No,, ,,
835,1994,50.913,-1.368,7,1994,NA,1994,15,101,F,F,F,No,Yes,No,NA,NA,NA,2,1,2.4,2.4,0.6,NA,NA,NA,No,No,No,, ,,
836,1994,51.646,0.615,7,1994,NA,1994,24,15,F,F,F,No,No,No,NA,NA,NA,3,1,1.8,1.2,0.45,NA,NA,NA,No,No,No,, ,,
837,1994,51.345,-0.214,4,1994,NA,1994,24,30,F,F,F,Yes,No,Yes,Toad,1,NA,1,1,3,1.2,1,1.8,1.8,1.2,Yes,No,Yes,, ,,
838,1994,50.94,-1.005,7,1994,NA,1994,13,15,F,F,F,No,Yes,Yes,NA,NA,NA,NA,0,2.7,2.7,0.9,NA,NA,NA,No,No,Yes,, ,,
839,1994,51.513,0.426,7,1994,NA,1994,30,15,F,F,F,Yes,No,Yes,NA,NA,NA,1,1,3,1.5,1.2,3,1.5,0.6,No,No,No,, ,,
840,1994,50.854,-1.049,7,1994,NA,1994,20,30,F,F,F,Yes,Yes,Yes,NA,NA,NA,1,1,3,1.8,0.6,NA,NA,NA,No,No,Yes,, ,,
841,1994,51.364,-0.531,4,1994,7,1994,8,30,F,F,F,No,No,Yes,NA,NA,2,NA,1,1.5,0.9,0.75,3.6,0.9,1,Yes,No,No,, ,,
842,1994,51.444,0.145,4,1994,7,1994,30,100,F,F,F,Yes,No,Yes,NA,NA,NA,2,0,2.4,2.4,1.2,NA,NA,NA,No,No,No,, ,,
843,1994,51.393,0.482,5,1994,7,1994,12,50,F,F,F,No,Yes,Yes,NA,NA,2,NA,1,3,1.2,6,NA,NA,NA,No,Yes,No,, ,,
844,1994,51.336,-0.503,3,1994,7,1994,4,5,F,F,F,Yes,Yes,Yes,NA,NA,2,NA,0,3,1.2,0.9,NA,NA,NA,No,Yes,Yes,, ,,
845,1994,51.572,0.709,7,1994,NA,1994,5,15,T,F,F,Yes,Yes,Yes,NA,NA,NA,1,0,1.8,1.8,1.5,NA,NA,NA,No,No,No,, ,,
846,1994,51.126,-0.209,7,1994,NA,1994,20,30,F,F,F,No,Yes,Yes,NA,NA,NA,3,1,1.8,1.2,0.9,NA,NA,NA,No,No,No,, ,,
847,1994,50.859,-0.933,7,1994,NA,1994,5,15,T,T,F,No,Yes,Yes,NA,NA,NA,3,0,4.5,2.4,0.75,NA,NA,NA,Yes,No,No,, ,,
848,1994,51.369,0.588,5,1994,7,1994,28,101,F,F,F,Yes,Yes,Yes,NA,NA,NA,5,1,4.8,2.4,1,NA,NA,NA,Yes,No,No,, ,,
849,1994,51.142,0.901,4,1994,NA,1994,50,50,T,F,F,No,No,Yes,NA,NA,25,NA,1,6.3,2.4,1.5,NA,NA,NA,Yes,No,No,, ,,
850,1994,51.598,0.082,7,1994,NA,1994,15,15,F,F,F,Yes,No,Yes,NA,NA,3,NA,1,3.6,2.1,0.75,NA,NA,NA,Yes,No,No,, ,,
851,1994,51.556,0.084,7,1994,NA,1994,30,15,F,T,F,No,Yes,Yes,NA,NA,NA,6,1,3.6,3,1.35,NA,NA,NA,No,No,No,, ,,
852,1994,50.84,-0.273,7,1994,NA,1994,7,15,T,T,F,No,No,Yes,NA,NA,20,NA,1,2.7,2.7,0.6,NA,NA,NA,No,No,Yes,, ,,
853,1994,51.351,0.574,7,1994,NA,1994,12,5,F,F,F,No,No,Yes,NA,NA,NA,NA,1,2.1,1.2,1.35,NA,NA,NA,No,No,No,, ,,
854,1994,51.32,-0.063,7,1994,NA,1994,2,5,F,T,F,No,Yes,No,NA,NA,NA,NA,1,1,1,0.75,NA,NA,NA,No,No,No,, ,,
855,1994,50.84,-0.262,7,1994,NA,1994,8,30,F,F,F,No,No,Yes,Starling,2,3,NA,1,1.8,1,0.75,NA,NA,NA,No,No,No,, ,,
856,1994,50.858,-0.938,7,1994,NA,1994,30,15,T,F,T,No,Yes,No,NA,NA,5,NA,1,1.5,1.2,0.75,NA,NA,NA,No,No,No,, ,,
857,1994,51.214,-0.168,5,1994,7,1994,15,15,F,F,F,No,Yes,Yes,NA,NA,2,NA,1,3.6,3,0.75,NA,NA,NA,No,No,No,, ,,
858,1994,51.475,-0.649,7,1994,NA,1994,2,15,F,F,T,No,Yes,Yes,NA,NA,NA,1,1,1.8,1.5,0.75,NA,NA,NA,No,No,No,, ,,
859,1994,51.181,-0.167,5,1994,7,1994,21,50,T,T,F,No,No,No,NA,NA,8,NA,0,1.8,1.8,0.9,NA,NA,NA,No,No,No,, ,,More than 20 deaths this year
860,1994,50.855,-0.964,5,1994,NA,1994,15,30,F,T,F,No,Yes,Yes,NA,NA,7,NA,1,3.3,3.3,0.75,NA,NA,NA,No,No,No,, ,,
861,1994,51.537,0.738,7,1994,NA,1994,12,15,T,F,F,Yes,No,No,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,No,No,No,No pond, ,,
862,1994,51.779,0.911,7,1994,NA,1994,30,30,F,F,F,No,Yes,No,NA,NA,NA,NA,1,1.8,0.9,0.75,NA,NA,NA,No,No,Yes,, ,,
863,1994,50.839,-0.271,7,1994,NA,1994,11,15,F,F,F,No,Yes,No,NA,NA,9,NA,1,4.5,3,0.6,NA,NA,NA,No,No,No,, ,,
864,1994,50.912,-1.419,7,1994,NA,1994,12,101,F,T,F,No,No,Yes,NA,NA,NA,1,1,2.1,1.2,0.3,NA,NA,NA,No,No,No,, ,,
865,1994,51.612,0.111,7,1994,NA,1994,14,15,T,F,F,Yes,Yes,Yes,NA,NA,3,NA,1,1.5,1,0.75,NA,NA,NA,No,No,No,, ,,
866,1994,51.322,-0.225,7,1994,NA,1994,8,15,F,F,F,Yes,No,Yes,NA,NA,NA,1.5,1,1.8,1.2,0.6,3,2.4,0.9,Yes,No,No,Also has a cast iron bath as a pond, ,,
867,1994,50.861,-1.329,7,1994,NA,1994,4,15,F,F,F,Yes,No,No,NA,NA,NA,2,0,0.9,0.9,0.6,NA,NA,NA,No,No,No,, ,,
868,1994,50.936,-0.998,7,1994,NA,1994,5,5,F,F,F,No,No,Yes,Blackbird (nestling),1,NA,1,0,1.2,0.9,1.2,NA,NA,NA,No,No,No,, ,,
869,1994,51.557,0.56,7,1994,NA,1994,20,30,F,T,F,Yes,Yes,Yes,NA,NA,4,NA,1,1.8,0.9,0.9,1.8,1.2,0.9,Yes,No,No,, ,,
870,1994,51.768,-0.344,7,1994,NA,1994,15,30,T,F,F,No,No,Yes,NA,NA,NA,3,1,6.3,4.1,1.2,NA,NA,NA,Yes,No,No,, ,,
871,1994,50.894,-1.03,7,1994,NA,1994,15,30,T,F,F,Yes,Yes,No,NA,NA,NA,2,0,3.6,2.7,0.45,NA,NA,NA,No,No,No,, ,,
872,1994,50.913,-1.368,7,1994,NA,1994,4,5,F,F,F,Yes,No,No,NA,NA,NA,NA,1,Washing up bowl,NA,NA,NA,NA,NA,No,Yes,No,, ,,
873,1994,52.256,-0.95,8,1994,NA,1994,10,50,T,T,F,Yes,No,Yes,NA,NA,4,NA,0,3,2.1,0.5,1.8,1.2,0.6,No,No,No,, ,,
874,1994,51.422,-0.3,7,1994,NA,1994,10,15,F,F,F,Yes,Yes,Yes,NA,NA,3,NA,1,1.35,1.35,0.45,NA,NA,NA,No,No,No,, ,,
875,1994,50.839,-0.271,7,1994,NA,1994,20,5,F,F,F,Yes,No,Yes,NA,NA,2,NA,1,1.8,1.2,1.2,NA,NA,NA,Yes,No,No,, ,,
876,1994,51.597,0.033,7,1994,NA,1994,5,15,F,F,F,No,No,Yes,NA,NA,NA,1,1,1.35,0.75,0.9,NA,NA,NA,No,No,No,, ,,
877,1994,51.433,0.112,8,1994,NA,1994,1,5,T,F,F,No,No,No,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,No,No,No,No pond, ,,
878,1994,51.625,0.617,6,1994,NA,1994,55,70,T,F,F,No,Yes,Yes,NA,NA,NA,5,0,2.7,1.8,0.9,NA,NA,NA,No,No,No,, ,,
879,1994,53.39,-2.235,7,1994,NA,1994,12,30,F,F,F,No,Yes,Yes,NA,NA,10,NA,1,3,2,0.75,NA,NA,NA,No,Yes,No,, ,,
